1, 0.003, 2.569
2, 0.01, 2.405
3, 0.027, 2.403
4, 0.024, 2.458
5, 0.024, 2.519
6, 0.039, 2.466
7, 0.032, 2.555
8, 0.038, 2.515
9, 0.071, 2.467
10, 0.068, 2.478
11, 0.065, 2.488
12, 0.087, 2.509
13, 0.07, 2.63
14, 0.089, 2.422
15, 0.09, 2.467
16, 0.104, 2.44
17, 0.115, 2.437
18, 0.11, 2.435
19, 0.098, 2.403
20, 0.138, 2.402
21, 0.143, 2.393
22, 0.152, 2.387
23, 0.156, 2.389
24, 0.139, 2.392
25, 0.149, 2.397
26, 0.16, 2.398
27, 0.174, 2.382
28, 0.171, 2.405
29, 0.174, 2.389
30, 0.205, 2.393
31, 0.197, 2.381
32, 0.193, 2.397
33, 0.201, 2.39
34, 0.215, 2.393
35, 0.234, 2.387
36, 0.198, 2.4
37, 0.225, 2.38
38, 0.227, 2.395
39, 0.257, 2.381
40, 0.224, 2.432
41, 0.276, 2.391
42, 0.277, 2.397
43, 0.279, 2.388
44, 0.267, 2.408
45, 0.257, 2.407
46, 0.275, 2.404
47, 0.297, 2.398
48, 0.315, 2.392
49, 0.303, 2.394
50, 0.284, 2.39
51, 0.321, 2.397
52, 0.304, 2.387
53, 0.372, 2.389
54, 0.315, 2.384
55, 0.348, 2.393
56, 0.301, 2.394
57, 0.354, 2.384
58, 0.363, 2.397
59, 0.365, 2.415
60, 0.381, 2.397
61, 0.376, 2.395
62, 0.373, 2.402
63, 0.4, 2.406
64, 0.431, 2.567
65, 0.384, 2.412
66, 0.405, 2.543
67, 0.404, 2.411
68, 0.433, 2.446
69, 0.455, 2.545
70, 0.419, 2.511
71, 0.459, 2.396
72, 0.486, 2.408
73, 0.42, 2.458
74, 0.475, 2.494
75, 0.473, 2.478
76, 0.459, 2.458
77, 0.484, 2.505
78, 0.485, 2.507
79, 0.509, 2.514
80, 0.529, 2.466
81, 0.507, 2.4
82, 0.535, 2.4
83, 0.488, 2.392
84, 0.529, 2.387
85, 0.523, 2.393
86, 0.544, 2.582
87, 0.542, 2.417
88, 0.543, 2.388
89, 0.538, 2.392
90, 0.566, 2.399
91, 0.55, 2.39
92, 0.607, 2.393
93, 0.583, 2.392
94, 0.589, 2.392
95, 0.591, 2.383
96, 0.548, 2.428
97, 0.636, 2.389
98, 0.594, 2.382
99, 0.638, 2.391
100, 0.664, 2.388
101, 0.574, 2.383
102, 0.625, 2.399
103, 0.634, 2.393
104, 0.615, 2.388
105, 0.668, 2.385
106, 0.631, 2.433
107, 0.686, 2.39
108, 0.654, 2.381
109, 0.703, 2.386
110, 0.704, 2.385
111, 0.706, 2.401
112, 0.661, 2.398
113, 0.725, 2.381
114, 0.709, 2.384
115, 0.706, 2.392
116, 0.731, 2.393
117, 0.756, 2.389
118, 0.731, 2.384
119, 0.768, 2.388
120, 0.681, 2.389
121, 0.751, 2.379
122, 0.764, 2.389
123, 0.777, 2.394
124, 0.74, 2.387
125, 0.72, 2.393
126, 0.777, 2.391
127, 0.789, 2.382
128, 0.815, 2.397
129, 0.834, 2.385
130, 0.768, 2.395
131, 0.757, 2.397
132, 0.875, 2.389
133, 0.798, 2.384
134, 0.808, 2.393
135, 0.837, 2.39
136, 0.846, 2.382
137, 0.869, 2.423
138, 0.866, 2.392
139, 0.905, 2.401
140, 0.876, 2.396
141, 0.912, 2.386
142, 0.869, 2.39
143, 0.841, 2.4
144, 0.915, 2.44
145, 0.862, 2.4
146, 0.941, 2.394
147, 0.932, 2.389
148, 0.921, 2.389
149, 0.942, 2.366
150, 0.944, 2.401
151, 0.898, 2.391
152, 0.95, 2.399
153, 0.97, 2.4
154, 0.994, 2.396
155, 0.929, 2.393
156, 0.954, 2.423
157, 0.959, 2.385
158, 0.984, 2.413
159, 0.955, 2.398
160, 0.968, 2.388
161, 1.039, 2.396
162, 0.961, 2.394
163, 1.025, 2.447
164, 1.042, 2.549
165, 1.005, 2.467
166, 0.994, 2.571
167, 0.991, 2.465
168, 1.026, 2.492
169, 1.053, 2.537
170, 1.147, 2.517
171, 1.076, 2.467
172, 1.062, 2.516
173, 1.175, 2.439
174, 1.087, 2.512
175, 1.086, 2.609
176, 0.989, 2.436
177, 0.998, 2.448
178, 1.137, 2.498
179, 1.096, 2.473
180, 1.098, 2.417
181, 1.138, 2.396
182, 1.132, 2.391
183, 1.066, 2.388
184, 1.089, 2.389
185, 1.114, 2.391
186, 1.191, 2.386
187, 1.043, 2.386
188, 1.157, 2.4
189, 1.151, 2.439
190, 1.133, 2.396
191, 1.198, 2.426
192, 1.133, 2.461
193, 1.17, 2.452
194, 1.219, 2.395
195, 1.157, 2.393
196, 1.191, 2.394
197, 1.201, 2.383
198, 1.235, 2.398
199, 1.197, 2.398
200, 1.228, 2.393
201, 1.253, 2.393
202, 1.205, 2.393
203, 1.221, 2.394
204, 1.314, 2.512
205, 1.227, 2.443
206, 1.374, 2.495
207, 1.261, 2.394
208, 1.369, 2.391
209, 1.287, 2.395
210, 1.227, 2.394
211, 1.28, 2.396
212, 1.367, 2.413
213, 1.222, 2.392
214, 1.316, 2.437
215, 1.477, 2.47
216, 1.285, 2.421
217, 1.297, 2.425
218, 1.376, 2.426
219, 1.328, 2.431
220, 1.421, 2.428
221, 1.283, 2.419
222, 1.376, 2.425
223, 1.356, 2.415
224, 1.435, 2.393
225, 1.342, 2.39
226, 1.368, 2.388
227, 1.383, 2.404
228, 1.354, 2.397
229, 1.416, 2.382
230, 1.397, 2.394
231, 1.4, 2.398
232, 1.376, 2.405
233, 1.418, 2.391
234, 1.439, 2.382
235, 1.347, 2.406
236, 1.503, 2.39
237, 1.519, 2.384
238, 1.439, 2.428
239, 1.435, 2.405
240, 1.477, 2.431
241, 1.503, 2.398
242, 1.479, 2.389
243, 1.471, 2.446
244, 1.497, 2.42
245, 1.58, 2.404
246, 1.538, 2.419
247, 1.495, 2.39
248, 1.529, 2.399
249, 1.584, 2.401
250, 1.573, 2.405
251, 1.487, 2.393
252, 1.494, 2.392
253, 1.552, 2.391
254, 1.696, 2.395
255, 1.531, 2.401
256, 1.659, 2.391
257, 1.488, 2.388
258, 1.6, 2.394
259, 1.717, 2.397
260, 1.621, 2.393
261, 1.655, 2.387
262, 1.598, 2.39
263, 1.64, 2.398
264, 1.598, 2.389
265, 1.638, 2.394
266, 1.643, 2.387
267, 1.577, 2.388
268, 1.594, 2.394
269, 1.672, 2.391
270, 1.704, 2.405
271, 1.721, 2.403
272, 1.674, 2.402
273, 1.605, 2.393
274, 1.709, 2.39
275, 1.711, 2.404
276, 1.731, 2.398
277, 1.728, 2.382
278, 1.638, 2.386
279, 1.642, 2.389
280, 1.599, 2.398
281, 1.73, 2.401
282, 1.703, 2.402
283, 1.666, 2.41
284, 1.693, 2.499
285, 1.733, 2.458
286, 1.685, 2.456
287, 2.027, 2.468
288, 1.735, 2.391
289, 1.852, 2.408
290, 1.729, 2.406
291, 1.734, 4.467
292, 1.89, 10.581
293, 3.261, 2.475
294, 1.707, 2.411
295, 1.79, 2.393
296, 1.741, 2.394
297, 1.757, 2.391
298, 1.813, 2.4
299, 1.778, 2.426
300, 1.82, 2.411
301, 145.565, 3.044
302, 2.279, 2.659
303, 1.974, 2.527
304, 1.903, 2.403
305, 1.807, 2.481
306, 1.805, 2.423
307, 1.989, 2.489
308, 1.906, 2.442
309, 1.863, 2.54
310, 1.951, 2.531
311, 1.917, 2.457
312, 1.866, 2.416
313, 2.04, 2.457
314, 1.917, 2.605
315, 1.838, 2.437
316, 1.87, 2.49
317, 2.007, 2.39
318, 1.831, 2.387
319, 1.871, 2.395
320, 1.981, 2.431
321, 2.047, 2.387
322, 1.932, 2.39
323, 1.973, 2.394
324, 1.991, 2.392
325, 2.029, 2.394
326, 1.904, 2.381
327, 1.849, 2.383
328, 1.876, 2.395
329, 2.056, 2.387
330, 2.014, 2.402
331, 2.032, 2.441
332, 2.081, 2.397
333, 1.976, 2.396
334, 2.039, 2.403
335, 1.954, 2.393
336, 1.945, 2.385
337, 2.138, 2.38
338, 2.052, 2.392
339, 2.028, 2.392
340, 2.062, 2.395
341, 1.995, 2.395
342, 2.121, 2.413
343, 1.889, 2.398
344, 2.028, 2.392
345, 2.078, 2.379
346, 2.129, 2.391
347, 2.122, 2.39
348, 2.033, 2.396
349, 2.266, 2.394
350, 2.096, 2.391
351, 2.204, 2.46
352, 1.993, 2.396
353, 2.105, 2.398
354, 2.062, 2.386
355, 2.085, 2.391
356, 2.134, 2.383
357, 2.218, 2.375
358, 2.188, 2.392
359, 2.126, 2.397
360, 2.161, 2.392
361, 2.192, 2.396
362, 2.179, 2.409
363, 2.172, 2.387
364, 2.101, 2.389
365, 2.182, 2.399
366, 2.117, 2.435
367, 2.154, 2.382
368, 2.19, 2.407
369, 2.247, 2.401
370, 2.181, 2.395
371, 2.155, 2.398
372, 2.241, 2.395
373, 2.185, 2.395
374, 2.178, 2.392
375, 2.317, 2.392
376, 2.358, 2.393
377, 2.225, 2.386
378, 2.127, 2.378
379, 2.224, 2.386
380, 2.277, 2.386
381, 2.293, 2.397
382, 2.285, 2.409
383, 2.46, 2.404
384, 2.331, 2.397
385, 2.188, 2.405
386, 2.576, 2.396
387, 2.263, 2.399
388, 2.404, 2.395
389, 2.389, 2.401
390, 2.444, 2.392
391, 2.323, 2.398
392, 2.426, 2.394
393, 2.378, 2.394
394, 2.428, 2.394
395, 2.275, 2.387
396, 2.248, 2.388
397, 2.274, 2.385
398, 2.35, 2.388
399, 2.402, 2.379
400, 2.421, 2.394
401, 2.341, 2.406
402, 2.43, 2.394
403, 2.404, 2.38
404, 2.317, 2.412
405, 2.41, 2.386
406, 2.506, 2.408
407, 2.474, 2.4
408, 2.409, 2.388
409, 2.552, 2.386
410, 2.303, 2.42
411, 2.522, 2.619
412, 2.544, 2.478
413, 2.39, 2.472
414, 2.57, 2.493
415, 2.508, 2.471
416, 2.515, 2.398
417, 2.478, 2.394
418, 2.585, 2.425
419, 2.47, 2.431
420, 2.616, 2.411
421, 2.478, 2.404
422, 2.468, 2.403
423, 2.607, 2.393
424, 2.59, 2.394
425, 2.561, 2.391
426, 2.609, 2.394
427, 2.705, 2.387
428, 2.563, 2.394
429, 2.52, 2.392
430, 2.578, 2.41
431, 2.673, 2.402
432, 2.5, 2.394
433, 2.74, 2.396
434, 2.605, 2.395
435, 2.658, 2.396
436, 2.769, 2.387
437, 2.683, 2.394
438, 2.804, 2.392
439, 2.728, 2.398
440, 2.47, 2.391
441, 2.731, 2.391
442, 2.823, 2.398
443, 2.659, 2.394
444, 2.573, 2.385
445, 2.675, 2.388
446, 2.478, 2.397
447, 2.774, 2.38
448, 2.678, 2.386
449, 2.705, 2.378
450, 2.832, 2.396
451, 2.682, 2.388
452, 2.648, 2.388
453, 2.729, 2.388
454, 2.827, 2.395
455, 2.644, 2.405
456, 2.77, 2.406
457, 2.734, 2.381
458, 2.782, 2.393
459, 2.704, 2.385
460, 2.71, 2.394
461, 2.567, 2.382
462, 2.784, 2.386
463, 2.715, 2.388
464, 2.653, 2.389
465, 2.72, 2.38
466, 2.79, 2.39
467, 2.74, 2.394
468, 2.658, 2.391
469, 2.625, 2.395
470, 2.928, 2.398
471, 2.812, 2.44
472, 2.81, 2.395
473, 2.97, 2.407
474, 2.847, 2.392
475, 2.748, 2.398
476, 2.823, 2.5
477, 2.769, 2.522
478, 2.954, 2.767
479, 2.858, 2.541
480, 2.889, 2.495
481, 3.05, 2.474
482, 2.925, 2.468
483, 2.819, 2.457
484, 2.786, 2.544
485, 6.279, 11.219
486, 4.058, 2.508
487, 2.993, 2.602
488, 3.344, 2.692
489, 3.034, 2.592
490, 3.028, 2.491
491, 2.781, 2.438
492, 2.993, 2.445
493, 2.767, 2.427
494, 2.921, 2.53
495, 3.145, 2.61
496, 3.107, 2.529
497, 3.327, 2.609
498, 3.368, 2.649
499, 3.145, 2.426
500, 3.118, 2.394
501, 2.949, 2.381
502, 3.071, 2.391
503, 2.958, 2.384
504, 2.844, 2.381
505, 2.877, 2.379
506, 2.966, 2.393
507, 2.832, 2.39
508, 3.052, 2.413
509, 3.141, 2.393
510, 2.983, 2.393
511, 3.165, 2.402
512, 2.919, 2.387
513, 3.014, 2.41
514, 2.953, 2.388
515, 3.109, 2.385
516, 2.965, 2.379
517, 2.965, 2.384
518, 2.9, 2.384
519, 2.941, 2.388
520, 2.971, 2.394
521, 3.067, 2.394
522, 3.311, 2.395
523, 3.138, 2.389
524, 3.149, 2.388
525, 3.071, 2.381
526, 3.117, 2.39
527, 3.118, 2.38
528, 3.141, 2.38
529, 3.018, 2.396
530, 3.306, 2.395
531, 3.507, 2.406
532, 3.348, 2.383
533, 3.244, 2.383
534, 3.224, 2.379
535, 3.044, 2.383
536, 3.379, 2.38
537, 2.962, 2.389
538, 3.26, 2.393
539, 3.291, 2.387
540, 3.249, 2.42
541, 3.456, 2.383
542, 3.22, 2.395
543, 3.072, 2.383
544, 3.266, 2.381
545, 2.998, 2.393
546, 3.245, 2.389
547, 3.184, 2.397
548, 3.413, 2.41
549, 3.385, 2.387
550, 3.224, 2.38
551, 3.178, 2.394
552, 3.295, 2.417
553, 3.279, 2.457
554, 3.244, 2.464
555, 3.5, 2.482
556, 3.385, 2.503
557, 3.396, 2.484
558, 7.204, 7.891
559, 7.881, 2.44
560, 3.162, 2.424
561, 3.225, 2.451
562, 3.261, 2.421
563, 3.157, 2.454
564, 3.373, 2.556
565, 604.524, 2.711
566, 3.258, 2.392
567, 3.394, 2.402
568, 3.389, 2.402
569, 3.371, 2.395
570, 3.457, 2.447
571, 3.487, 2.397
572, 3.37, 2.531
573, 3.562, 2.581
574, 3.454, 2.562
575, 3.601, 2.454
576, 3.392, 2.427
577, 3.45, 2.487
578, 3.327, 2.398
579, 3.339, 2.387
580, 3.392, 2.412
581, 3.603, 2.532
582, 3.6, 2.499
583, 3.613, 2.494
584, 3.672, 2.528
585, 3.559, 2.549
586, 3.581, 2.5
587, 3.538, 2.4
588, 3.367, 2.507
589, 3.629, 2.513
590, 3.619, 2.477
591, 3.596, 2.463
592, 3.589, 2.524
593, 3.594, 2.421
594, 3.481, 2.525
595, 3.601, 2.494
596, 3.64, 2.481
597, 3.629, 2.484
598, 3.578, 2.521
599, 3.648, 2.549
600, 3.636, 2.544
